Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Haji's Kitchen,23857,"28/7 Sahapur Colony East, New Alipore, kolkata",3.1,Kolkata,India,22.511605,88.324528,8,NA,Rs. 200,NA,NA,NA,2,5,Yes,No,No,Yes,No,No,No,North Indian
Super Fried Chicken,20506,"30A, Mirza Galib Street, New Market Area, Kolkata",3.1,Kolkata,India,22.557899,88.354457,6,NA,Rs. 600,NA,NA,NA,2,4,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Continental, North Indian"
Navraaj,23810,"118, Sri Aurobindo Sarani, Hatibagan, Kolkata",3.1,Kolkata,India,22.59459167,88.37147167,8,NA,Rs. 100,NA,NA,NA,1,3,Yes,No,Yes,No,No,No,No,"South Indian, Fast Food, Desserts"
Sharma Jalpan,23784,"22, Justice Dwarkanath Road, Bhawanipur, Kolkata",3.1,Kolkata,India,22.53362833,88.347205,8,NA,Rs. 150,NA,NA,NA,0,0,No,No,Yes,No,No,No,No,Street Food
Biryani & Chinese Hut,23422,"Shop 30 & 31,FD Market, Salt lake Sector 1, Kolkata",3.1,Kolkata,India,22.580509,88.411644,17,NA,Rs. 350,NA,NA,NA,1,1,Yes,No,Yes,Yes,No,No,No,"Fast Food, Biryani, Chinese"
Anandadhara Restaurant,24413,"Beside Jatin Das Park, Opposite TOTCO, Hazra, Kolkata",3.1,Kolkata,India,22.52365,88.34587222,7,NA,Rs. 350,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,Yes,No,"North Indian, South Indian"
Shampa Snacks,24250,"262, BB Chatterjee Road, Kasba, Kolkata",3.1,Kolkata,India,22.51815833,88.37684722,9,NA,Rs. 400,NA,NA,NA,3,5,No,No,Yes,Yes,No,No,No,Fast Food
Cafe Loopy Latte,21990,"9 C, Lord Sinha Road, Near Shri Shikshayatan College, Theatre Road, Camac Street Area, Kolkata",3.1,Kolkata,India,22.542171,88.348741,73,NA,Rs. 600,NA,NA,NA,12,25,No,No,Yes,Yes,No,Yes,No,"Cafe, Fast Food"
Moghal Empire,22507,"16/2, Shaikpara Lane, Kona Exp Way, Howrah",3.1,Kolkata,India,22.567444,88.309672,16,NA,Rs. 300,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,North Indian
Mishra's Restaurant,21387,"DG 1, Bidhan Nagar, Near HDFC Bank, Salt Lake Sector 2, Kolkata",3.1,Kolkata,India,22.590576,88.421143,90,NA,Rs. 700,NA,NA,NA,21,34,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Continental"
Diamond Hotel and Restaurant,20807,"78/79, Hari Mohan Bose Road, Howrah Station Area, Howrah",3.1,Kolkata,India,22.586677,88.340999,9,NA,Rs. 450,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Veggie Cafe,22765,"26, Dobson Road, Laxmi Market, Howrah",3.1,Kolkata,India,22.592584,88.341649,11,NA,Rs. 200,NA,NA,NA,0,2,Yes,No,Yes,No,No,No,No,Fast Food
Pam's Cafe,21777,"31, Ramtanu Lahiri, Block D, New Alipore, Kolkata",3.1,Kolkata,India,22.512163,88.323723,43,NA,Rs. 350,NA,NA,NA,10,20,No,No,Yes,Yes,No,No,No,"Cafe, Fast Food"
The Little Place,21315,"5A, Kiran Shankar Ray Road, Near Dalhousie Square Area, Dalhousie BBD Bagh, Kolkata",3.1,Kolkata,India,22.569847,88.344527,9,NA,Rs. 350,NA,NA,NA,2,3,Yes,No,Yes,Yes,No,No,No,"Chinese, Tibetan, Street Food"
Mom's Kitchen,23573,"84, Rash Behari Avenue, Near Kalighat Metro Station, Kolkata, Kalighat, Kolkata",3.1,Kolkata,India,22.51691,88.346423,31,NA,Rs. 400,NA,NA,NA,5,12,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, Bengali, Thai"
The Scoop,20653,"CF 121, Near Swimming Pool, Sector 1, Salt Lake, Kolkata",3.1,Kolkata,India,22.597133,88.417346,97,NA,Rs. 400,NA,NA,NA,28,52,Yes,No,Yes,Yes,No,Yes,Yes,"South Indian, North Indian, Chinese, Fast Food"
Thanda Garam,22899,"5th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",3.1,Kolkata,India,22.537941,88.3512,9,NA,Rs. 100,NA,NA,NA,9,9,No,No,Yes,No,No,Yes,No,Beverages
Badshah Snacks,22022,"B198, Raja SC Mallick Road, Jadavpur, Kolkata",3.1,Kolkata,India,22.493638,88.371708,18,NA,Rs. 200,NA,NA,NA,3,8,No,No,Yes,Yes,No,No,No,Fast Food
Flambe - Hotel The Sojourn,21684,"Hotel The Soujourn, KB 23, Sector 3, Salt Lake, Kolkata",3.1,Kolkata,India,22.56683,88.411272,32,NA,Rs. 900,NA,NA,NA,3,9,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Chinese, Continental, Bengali"
TLC Biryani and Kebab,23849,"94/1 A Sri Aurobindo Sarani, Shobha Bazar, Kolkata",3.1,Kolkata,India,22.59472167,88.36948,12,NA,Rs. 250,NA,NA,NA,1,7,Yes,No,Yes,Yes,No,No,No,"North Indian, Street Food"
Lazzat,20655,"12, Royd Street, Wellesley, Kolkata",3.1,Kolkata,India,22.552441,88.356418,20,NA,Rs. 350,NA,NA,NA,1,6,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Ria,21120,"49/A, Bosepukur Road, Kasba, Kolkata",3.1,Kolkata,India,22.519325,88.385289,11,NA,Rs. 300,NA,NA,NA,1,2,Yes,No,No,Yes,No,No,No,"Fast Food, North Indian, Chinese"
Green Chilli Restaurant,21828,"Mondal Ganthi, Kaikhali, VIP Road, Kolkata",3.1,Kolkata,India,22.633194,88.434453,15,NA,Rs. 500,NA,NA,NA,3,10,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Raj Confectioners,23094,"S.P.Mukherjee Road, Beside Bata, Hazra, Kolkata",3.1,Kolkata,India,22.524073,88.346815,5,NA,Rs. 100,NA,NA,NA,3,3,No,No,Yes,No,No,Yes,No,"Desserts, Fast Food"
New Satyanarayana Mistana Bhandar,23067,"206A, S.P.Mukherjee Road, Near Tollygunge, Kolkata",3.1,Kolkata,India,22.509024,88.345445,6,NA,Rs. 70,NA,NA,NA,2,3,No,No,Yes,No,No,No,No,Desserts
Limelight Restaurant,22504,"22/1, Ballygunge Station Road, Ballygunge, Kolkata",3.1,Kolkata,India,22.519529,88.371687,9,NA,Rs. 250,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,Yes,No,"Fast Food, North Indian"
Jiban Jamuna,22033,"Nawapara, Near City Centre, Rajarhat New Town Road, Kolkata",3.1,Kolkata,India,22.622375,88.447628,30,NA,Rs. 350,NA,NA,NA,3,10,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Bengali"
Howrah To Sealdah,22253,"3rd Floor, Food Court, Mani Square Mall, Maniktala Main Road, EM Bypass, Kankurgachi, Kolkata",3.1,Kolkata,India,22.577805,88.400808,9,NA,Rs. 300,NA,NA,NA,5,7,No,No,Yes,No,No,Yes,No,Street Food
Raj Hotel & Retaurant,23870,"115 Ekdalia Road, Ballygunge, Kolkata",3.1,Kolkata,India,22.52067333,88.37130667,7,NA,Rs. 350,NA,NA,NA,1,4,No,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Fast Food"
Ghar Ka Khana Ghar Ke Paas,23571,"1/14, Poddar Nagar, Near Girls High School, Prince Anwar Shah Road, Kolkata",3.1,Kolkata,India,22.501173,88.363975,4,NA,Rs. 300,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"Bengali, North Indian"
The Sugarr & Spice,20633,"1/2, Harish Mukherjee Road, Opposite SSKM Hospital, Bhawanipur,Kolkata",3.1,Kolkata,India,22.538751,88.344179,48,NA,Rs. 100,NA,NA,NA,19,27,Yes,No,Yes,Yes,No,No,No,"Bakery, Desserts, Fast Food"
New Embassy,20858,"53A, Chowringhee Lane, Chowringhee, Kolkata",3.1,Kolkata,India,22.54404,88.347776,50,NA,Rs. 400,NA,NA,NA,11,20,No,No,Yes,Yes,No,No,No,Chinese
Maya's,24076,"GD -126, Sector 3, Salt Lake, Kolkata",3.1,Kolkata,India,22.57826667,88.414835,7,NA,Rs. 250,NA,NA,NA,3,4,Yes,No,Yes,Yes,No,No,No,Fast Food
Sharma Snacks,23896,"Shop 42/2, Near Ashok Nagar Park, NSC Bose Road, Tollygunge, Kolkata",3.1,Kolkata,India,22.479885,88.356195,10,NA,Rs. 150,NA,NA,NA,1,5,No,No,No,No,No,No,No,Street Food
Magnolia,20875,"12K, Opposite Park Hotel, Park Street Area, Kolkata",3.1,Kolkata,India,22.553321,88.352118,189,NA,Rs. 500,NA,NA,NA,35,70,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian, Continental"
Dicky's Restaurant,22013,"52, Kuber Garden, Harish Mukherjee Road, Bhawanipur ,Kolkata",3.1,Kolkata,India,22.532537,88.343593,22,NA,Rs. 500,NA,NA,NA,5,12,Yes,No,Yes,Yes,No,No,No,Chinese
Sheerazi,24249,"290 BB Chatterjee Road, Kasba, Kolkata",3.1,Kolkata,India,22.52585833,88.37624444,6,NA,Rs. 200,NA,NA,NA,2,3,No,No,Yes,Yes,No,No,No,Fast Food
Eat-A-Pitta,24219,"88/2, Block J, Bankim Mukherjee Sarani, Opposite Corporation Bank, Sahapur, New Alipore, Kolkata",3.1,Kolkata,India,22.51256111,88.327025,17,Lebanese Delights,Rs. 300,Quick Bites,,NA,2,11,Yes,No,No,Yes,No,No,No,Lebanese
Rabindra Jalpan,22873,"22, Rabindra Sarani, Dalhousie BBD Bagh, Kolkata",3.1,Kolkata,India,22.57716333,88.3556,5,NA,Rs. 250,NA,NA,NA,1,3,Yes,No,Yes,No,No,No,No,"South Indian, Fast Food"
Zaikaa,23372,"P 98, Nilachal Complex, Behind Frank Ross Pharmacy, Narendra Pur, Kolkata",3.1,Kolkata,India,22.444812,88.393362,7,NA,Rs. 350,NA,NA,NA,1,2,Yes,No,Yes,Yes,No,No,No,Chinese
Baked & Fried,23929,"4th Floor, Diamond Plaza Mall, Near Nager Bazaar, Jessore Road, Kolkata",3.1,Kolkata,India,22.61258833,88.41091667,15,NA,Rs. 400,NA,NA,NA,7,12,No,No,Yes,Yes,No,Yes,No,"Fast Food, American"
Food Plaza,23281,"112F, SC Banerjee Road, Beliaghata, Kolkata",3.1,Kolkata,India,22.562615,88.39586667,29,NA,Rs. 450,NA,NA,NA,1,12,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Virgo's Restaurant,22758,"52, Jelia Para Lane, Murgihatta More, Near Durbadal Club, Salkia, Near Dobson Road, Kolkata",3.1,Kolkata,India,22.59648833,88.34355333,8,NA,Rs. 300,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Street Food"
Punjab National Hindu Hotel,22872,"9B, Bidhan Sarani, Shyam Bazar, Kolkata",3.1,Kolkata,India,22.581495,88.365998,5,NA,Rs. 300,NA,NA,NA,0,2,Yes,No,Yes,Yes,No,No,No,North Indian
Salki,20678,"Shop 16, IA Market, Near Tank 13, Sector 3, Salt Lake, Kolkata",3.1,Kolkata,India,22.573952,88.409032,6,NA,Rs. 200,NA,NA,NA,0,2,Yes,No,No,Yes,No,No,No,"Bengali, Chinese"
Dash of This Dash of That,20876,"3rd Floor, City Centre, Sector 1, Salt Lake, Kolkata",3.1,Kolkata,India,22.588565,88.407948,44,NA,Rs. 800,NA,NA,NA,5,20,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Thai"
The Yellow Straw,24312,"6A, Kiran Shankar Roy Road, Dalhousie BBD Bagh, Kolkata",3.1,Kolkata,India,22.56978889,88.34491667,10,NA,Rs. 200,NA,NA,NA,0,7,Yes,No,No,No,No,No,No,"Beverages, Healthy Food"
Jabbrr Afghani,22464,"Shop 27, Chanakya Centre (Plot 396-403), Rajarhat New Town, Kolkata",3.1,Kolkata,India,22.610449,88.51452,7,NA,Rs. 350,NA,NA,NA,0,2,No,No,Yes,Yes,No,No,No,Biryani
New La Zawab,23225,"177/1, Diamond Harbour Road, Near 3A Bus Stand, Thakur Pukur, Kolkata",3.1,Kolkata,India,22.458024,88.305893,6,NA,Rs. 350,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
The Taste Maker,23296,"C/227, Survey Park, Near Ajoy Nagar, Kolkata",3.1,Kolkata,India,22.49022333,88.39458333,23,NA,Rs. 400,NA,NA,NA,1,8,Yes,No,Yes,Yes,No,No,No,Thai
Gossip,23309,"114B, Prince Anwar Shah Road, Kolkata",3.1,Kolkata,India,22.503042,88.356507,11,NA,Rs. 300,NA,NA,NA,1,6,Yes,No,Yes,Yes,No,No,No,Street Food
South Pole,23407,"47/1, Gariahat Road, Near Trader's Assembly, Gariahat, Kolkata",3.1,Kolkata,India,22.519782,88.365062,47,NA,Rs. 300,NA,NA,NA,19,26,No,No,Yes,Yes,No,Yes,No,"Chinese, Fast Food"
Taj Restaurant And Caterer,22040,"147, Keshab Chandra Sen Street, Opposite United Bank Of India, Sealdah Area, Kolkata",3.1,Kolkata,India,22.576997,88.372293,6,NA,Rs. 250,NA,NA,NA,2,2,Yes,No,Yes,Yes,No,No,No,North Indian
Suruchi Snacks Corner,22233,"143/62, Opposite Dilip Mukherjee Smriti Sangh, Picnic Garden Road, Picnic Garden, Kolkata",3.1,Kolkata,India,22.52833333,88.38687333,6,NA,Rs. 300,NA,NA,NA,1,1,Yes,No,No,Yes,No,No,No,"Chinese, Street Food, North Indian"
Hope Cafe,23699,"5/2/L, Panditiya Road, Ballygunge, Kolkata",3.1,Kolkata,India,22.52205667,88.358725,4,NA,Rs. 250,NA,NA,NA,0,1,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Italian"
New Paul Dhaba,21288,"169, Vivekananda Road, Maniktala, Kolkata",3.1,Kolkata,India,22.585481,88.372936,63,NA,Rs. 300,NA,NA,NA,0,18,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Drive In Snacks Bar,22500,"74/1, Narkeldanga Main Road, Beliaghata, Kolkata",3.1,Kolkata,India,22.571041,88.3958,23,NA,Rs. 350,NA,NA,NA,3,13,Yes,No,Yes,Yes,No,Yes,No,"North Indian, South Indian, Fast Food"
Punjab Hindu Hotel,22366,"210/1, APC Road, Shyam Bazar, Kolkata",3.1,Kolkata,India,22.60369333,88.367495,12,NA,Rs. 250,NA,NA,NA,1,2,No,No,Yes,Yes,No,No,No,North Indian
Nivedan,22861,"A1/29, Raja SC Mullick Road, Garia, Kolkata",3.1,Kolkata,India,22.473997,88.376448,18,NA,Rs. 350,NA,NA,NA,3,12,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Curd Corner,23183,"3, Sudder Street, New Market Area, Kolkata",3.1,Kolkata,India,22.558089,88.353534,4,NA,Rs. 300,NA,NA,NA,1,1,Yes,No,Yes,Yes,No,No,No,Continental
Flamez,24113,"151/B Picnic Garden, Kolkata",3.1,Kolkata,India,22.52847222,88.38795556,9,NA,Rs. 300,NA,NA,NA,0,0,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Street Food"
Crest - Hotel Crestwood,24507,"8A, Mrigendralal Mitter Road, 7 points crossing, Park Circus Area, Kolkata",3.1,Kolkata,India,22.54445278,88.36354167,5,NA,Rs. 600,NA,NA,NA,0,2,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese"
Raj Veggie Point,20783,"5th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",3.1,Kolkata,India,22.537955,88.35122,13,NA,Rs. 300,NA,NA,NA,6,9,No,No,Yes,No,No,Yes,No,"South Indian, Street Food"
Yin Yang,21870,"2nd Floor, City Centre 2, Rajarhat New Town, Kolkata",3.1,Kolkata,India,22.622087,88.450388,78,NA,Rs. 1000,NA,NA,NA,11,49,No,No,Yes,Yes,No,Yes,No,Chinese
Open Oven,20615,"22A, Next to Assembly of God Church, Royd Street, Wellesley, Kolkata",3.1,Kolkata,India,22.546749,88.361213,5,NA,Rs. 150,NA,NA,NA,2,2,Yes,No,Yes,Yes,No,No,No,"Bakery, Desserts, Fast Food"
Sagar Restaurant,23130,"H 1/16, SL Sarani, Anuj Apartment, Baguiai Joramandir, Near Apex Hospital, VIP Road, Kolkata",3.1,Kolkata,India,22.612862,88.429711,7,NA,Rs. 300,NA,NA,NA,1,2,Yes,No,No,Yes,No,No,No,"Chinese, North Indian"
Vinayak's,23762,"125, M.G Road, College Street, Kolkata",3.1,Kolkata,India,22.578842,88.359651,6,NA,Rs. 150,NA,NA,NA,2,2,Yes,No,Yes,No,No,No,No,"Fast Food, South Indian, North Indian"
Annapurna,22051,"23, MG Road, Sealdah Area, Kolkata",3.1,Kolkata,India,22.57005,88.369431,7,NA,Rs. 300,NA,NA,NA,1,4,No,No,Yes,Yes,No,No,No,"Chinese, South Indian"
Pick N Carry,23844,"77A, Rash Behari Avenue, Near , Desapriya Park, Kolkata",3.1,Kolkata,India,22.51731333,88.34989,6,NA,Rs. 300,NA,NA,NA,0,4,Yes,No,No,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Bronze,22658,"CK 2, Sector 2, Salt Lake, Kolkata",3.1,Kolkata,India,22.586411,88.424419,28,NA,Rs. 800,NA,NA,NA,0,2,No,No,Yes,No,Yes,Yes,No,"North Indian, Chinese, Continental"
Mushroom,20356,"54B, Abhedananda Road, Near College Street, Kolkata",3.1,Kolkata,India,22.57277,88.363846,50,NA,Rs. 500,NA,NA,NA,9,27,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Ambrosia Restaurant,24488,"1st Floor, Pioneer Plaza Market, 121, Feeder Road, Near Belghoria Railway Station, Belghoria, Kolkata",3.1,Kolkata,India,22.65212222,88.37936389,7,NA,Rs. 400,NA,NA,NA,0,2,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Italian"
Raj Darbar,22730,"492, Diamond Harbour Road, Near 3A Bus Stand, Thakur Pukur, Kolkata",3.1,Kolkata,India,22.458024,88.305893,14,NA,Rs. 450,NA,NA,NA,0,6,Yes,No,Yes,Yes,No,Yes,No,North Indian
Royal City Hotel,22731,"42, Kabitirtha Sarani, Kidderpore, Kolkata",3.1,Kolkata,India,22.54280167,88.325025,6,NA,Rs. 350,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,"Mughlai, North Indian"
Bawarchi Fast Food Centre,22525,"85, Diamond Harbour Road, Silpara, Behala, Kolkata",3.1,Kolkata,India,22.476696,88.310211,14,NA,Rs. 200,NA,NA,NA,0,2,Yes,No,No,Yes,No,No,No,Fast Food
Rollick Fruity Freeze,23083,"BE 8, Tank No 4, Sector 1, Salt Lake, Kolkata",3.1,Kolkata,India,22.598597,88.411909,4,NA,Rs. 200,NA,NA,NA,1,1,No,No,No,No,No,No,No,Desserts
Dan Din's,23750,"BE 104, Sector 1, Salt Lake, Kolkata",3.1,Kolkata,India,22.59871333,88.412975,13,NA,Rs. 450,NA,NA,NA,1,6,No,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
The Basement,21790,"Hotel Samilton, 35 A, Sarat Bose Road, Bhawanipur, Kolkata",3.1,Kolkata,India,22.533874,88.35309,134,Hot Night Clubs,Rs. 1200,Lounge,Great location and live performances,,13,32,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Bhikharam Chandmal,21767,"Brabourne Road, Dalhousie BBD Bagh, Kolkata",3.1,Kolkata,India,22.579818,88.351815,18,NA,Rs. 150,NA,NA,NA,1,1,No,No,Yes,No,No,No,No,"Street Food, South Indian, North Indian, Continental"
Young Bengal Hotel,23684,"16/2, Karl Marx Sarani, Kidderpore, Kolkata",3.1,Kolkata,India,22.54043,88.32463,5,NA,Rs. 300,NA,NA,NA,0,1,No,No,Yes,Yes,No,No,No,Bengali
Foodiex,22486,"Belepole More, Kona Exp Way, Howrah",3.1,Kolkata,India,22.568693,88.306764,16,NA,Rs. 700,NA,NA,NA,1,9,Yes,No,Yes,Yes,No,Yes,No,"Chinese, South Indian"
Bay of Bengal - ITC Sonar,21628,"ITC Sonar, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",3.1,Kolkata,India,22.544341,88.397677,14,NA,Rs. 3000,NA,NA,NA,0,0,No,No,Yes,Yes,Yes,Yes,No,"Bengali, North Indian"
Ashoka Restaurant,22047,"572, DH Road, Behala, Kolkata",3.1,Kolkata,India,22.493635,88.31590167,28,NA,Rs. 300,NA,NA,NA,5,14,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Pleasure Hut - II,23304,"2, Italgacha Road, Dum Dum, Kolkata",3.1,Kolkata,India,22.643393,88.429851,39,NA,Rs. 450,NA,NA,NA,2,16,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Continental, Bengali"
Firdous Golden Cafe,21674,"184/1B, Lenin Sarani, Esplanade, Kolkata",3.1,Kolkata,India,22.565399,88.351702,6,NA,Rs. 250,NA,NA,NA,1,3,No,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Pappe Di Hatti,24102,"2nd Floor, Metropolis Mall, Highland Park, Ajoy Nagar, Kolkata",3.1,Kolkata,India,22.4834,88.390919,4,NA,Rs. 600,NA,NA,NA,2,2,No,No,Yes,Yes,No,Yes,No,North Indian
Haji Malang,23584,"257, Panchanantala Road, Howrah Station Area, Howrah",3.1,Kolkata,India,22.58781667,88.33927333,5,NA,Rs. 300,NA,NA,NA,1,3,Yes,No,No,Yes,No,No,No,"North Indian, Biryani"
New Behala Fast Food Centre,22527,"205/127, Diamond Harbour Road, Behala, Kolkata",3.1,Kolkata,India,22.481363,88.311001,6,NA,Rs. 200,NA,NA,NA,0,3,No,No,No,Yes,No,No,No,"North Indian, Street Food"
Paprika,22379,"8/1/1, Loudon Street, Near AJC Bose Road, Elgin, Kolkata",3.1,Kolkata,India,22.54314,88.357755,6,NA,Rs. 800,NA,NA,NA,0,1,Yes,No,No,Yes,No,No,No,"Continental, Italian, Thai"
In & Out Dhaba,22707,"97/1, Foreshore Road, Shibpur, Howrah",3.1,Kolkata,India,22.562659,88.325759,6,NA,Rs. 400,NA,NA,NA,0,1,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Yummy Hub,23520,"39, Vivekananda Road, Opposite Haryana Bhawan, Shobha Bazar, Kolkata",3.1,Kolkata,India,22.58545,88.369152,22,NA,Rs. 250,NA,NA,NA,0,6,Yes,No,Yes,No,No,No,No,"Fast Food, Pizza"
Russel Point,22961,"7, Russel Street, Kolkata",3.1,Kolkata,India,22.550514,88.354725,7,NA,Rs. 100,NA,NA,NA,1,1,Yes,No,Yes,Yes,No,No,No,Fast Food
Raj Darbar,22231,"Near City Centre 2, Noapara, New Town, Rajarhat New Town, Kolkata",3.1,Kolkata,India,22.622355,88.44774,22,NA,Rs. 450,NA,NA,NA,1,5,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Jimmy's Kitchen,23233,"14D, Lindsay Street, New Market Area, Kolkata",3.1,Kolkata,India,22.559303,88.353982,38,NA,Rs. 650,NA,NA,NA,8,16,No,No,Yes,Yes,No,Yes,No,"Chinese, Seafood"
The Rose Confectionery,24318,"44/1 Shyam Nagar Road, Purba Bangla Colony, Dum Dum, Kolkata",3.1,Kolkata,India,22.61195,88.41799167,4,NA,Rs. 300,NA,NA,NA,2,2,No,No,No,Yes,No,Yes,No,"Desserts, Fast Food"
Snow Balls,22063,"225, Block A, Jaya Cinema, Lake Town, Kolkata",3.1,Kolkata,India,22.607236,88.410606,11,NA,Rs. 100,NA,NA,NA,2,3,No,No,Yes,No,No,No,No,Desserts
Cafe Splash,24016,"61, J.M. Avenue Road, Near Shobha Bazar Lal Mandir, Kolkata",3.1,Kolkata,India,22.59766944,88.36547222,4,NA,Rs. 200,NA,NA,NA,1,2,No,No,Yes,Yes,No,No,No,Fast Food
Fillers,20779,"CF 205, Sector 1, Salt Lake, Kolkata",3.1,Kolkata,India,22.595115,88.417561,26,NA,Rs. 300,NA,NA,NA,5,7,No,No,Yes,No,No,No,No,Fast Food
Grub Fast Food,21835,"11, Broad Street, Ballygunge, Kolkata",3.1,Kolkata,India,22.53111,88.36868,17,NA,Rs. 250,NA,NA,NA,1,4,Yes,No,No,Yes,No,No,No,"Chinese, Fast Food"
Rahul Restaurant,22506,"25, Brojonath Lahiri Lane, Baksara, Kona Exp Way, Kolkata",3.1,Kolkata,India,22.580195,88.29742,5,NA,Rs. 350,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Kewpie's,20286,"2, Elgin Lane, Behind Netaji Bhawan, Elgin, Kolkata",3.1,Kolkata,India,22.536712,88.350887,169,Taste of Kolkata,Rs. 1000,Casual Dining,,NA,20,49,No,No,Yes,Yes,No,Yes,No,Bengali
Lakhi Hotel,22114,"49, Rafi Ahmed Kidwai Road, Near Wellesley, Kolkata",3.1,Kolkata,India,22.551485,88.355698,5,NA,Rs. 250,NA,NA,NA,1,3,No,No,Yes,Yes,No,No,No,Fast Food
VIP Sweets,24137,"HA 7, Sector 3, Salt Lake, Kolkata",3.1,Kolkata,India,22.57771167,88.41332,7,NA,Rs. 200,NA,NA,NA,1,1,No,No,No,No,No,No,No,Desserts
Shree Ram Dhaba,23513,"147, Mahatma Gandhi Road, College Street, Kolkata",3.1,Kolkata,India,22.578733,88.360112,9,NA,Rs. 50,NA,NA,NA,1,6,No,No,No,No,No,No,No,North Indian
